title,url,price_raw_orig,price_million_final,price_billion,price_vnd_original,location,district,area_m2,snippet
"Ban nhà 463A Hoàng Quốc Việt, cầu giấy 55m² x 5.5 tầng , MT 4.2m. giá 35.5 tỷ 0382276666",https://homedy.com/ban-nha-mat-pho-120-hoang-quoc-viet/463a-cau-giay-55m-x-5-tang-mt-4-2m-gia-35-ty-0382276666-es3166920,"35,5 - 370 Tỷ",202750.0,202.75,355370.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,55.0,
Cần bán nhà Nguyễn Trãi Thanh Xuân ô tô vào nhà 4 tầng sổ vuông đẹp LH 0986040159,https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/can-nguyen-trai-o-to-vao-4-tang-so-vuong-dep-lh-0986040159-es3166853,"7,7 - 7,8 Tỷ",7750.0,7.75,7778.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
Cần bán GẤP !! Minh Khai 75m2 MT 6m Lô góc 2 mặt ngõ Ô tô tránh chỉ hơn 200tr/m2,https://homedy.com/ban-nha-rieng-quan-hai-ba-trung-ha-noi/can-gap-minh-khai-75m2-mt-6m-lo-goc-2-mat-ngo-o-to-tranh-chi-hon-200tr-m2-es3166846,"18,8 Tỷ",18800.0,18.8,188.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,75.0,
"Lô góc đường Xuân Đỉnh, hái tiền nếu bạn TỈNH",https://homedy.com/ban-nha-mat-pho-quan-bac-tu-liem-ha-noi/lo-goc-duong-xuan-dinh-hai-tien-neu-tinh-es3162900,"15,85 Tỷ",15850.0,15.85,1585.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,64.0,
"Bán nhà mới 5 tầng 2 thoáng 25m2, Chiến Thắng, Văn Quán, Hà Đông, giá chỉ 6,3 tỷ (Miễn TG)",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/moi-5-tang-2-thoang-25m2-chien-thang-van-gia-chi-63-ty-mien-tg-es3166837,"6,3 Tỷ",6300.0,6.3,63.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,25.0,
"Bán tòa dòng tiền tại Nhổn Tu Hoàng Nam Từ Liêm Hà Nội giá 10,8 tỷ",https://homedy.com/ban-toa-dong-tien-tai-nhon-tu-hoang-nam-liem-ha-noi-gia-108-ty-es3166826,"10,8 Tỷ",10800.0,10.8,108.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
"Bán tòa dòng tiền tại Hòe Thị Nam Từ Liêm Hà Nội giá 18,5 tỷ",https://homedy.com/ban-toa-dong-tien-tai-hoe-thi-nam-tu-liem-ha-noi-gia-185-ty-es3154622,"18,5 Tỷ",18500.0,18.5,185.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
Bán nhà 7 tầng tại phân lô Xuân Phương Nam Từ Liêm Hà Nội,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/7-tang-tai-phan-lo-xuan-phuong-es3164532,12 Tỷ,12000.0,12.0,12.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,64.0,
"Bán đất Đan Phượng- ô tô 7 chỗ vào tận nơi, ngõ thông, gần tỉnh lộ 417, gần KCN, xây ở hoặc nhà trọ",https://homedy.com/ban-dat-huyen-dan-phuong-ha-noi/o-to-7-cho-vao-tan-ngo-thong-gan-tinh-lo-417-kcn-xay-hoac-nha-tro-es3166818,"5 - 5,2 Tỷ",5100.0,5.1,552.0,"Huyện Đan Phượng, Hà Nội",Huyện Đan Phượng,64.0,
"Mặt phố Hoàng Văn Thái, Thanh Xuân, dt: 110m2, giá: 57.6 tỷ, 9 tầng, mt: 6.3m, nhà mới xây.",https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/hoang-van-thai-dt-110m2-gia-57-6-ty-9-tang-mt-3m-moi-xay-es3166815,"57,6 Tỷ",57600.0,57.6,576.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,110.0,
"Cần Bán GẤP Nhà 3 Tầng Cũ Xã Đàn 76m 13,8 Tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/can-gap-3-tang-cu-xa-dan-76m-138-ty-es3166786,"13,8 Tỷ",13800.0,13.8,138.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,76.0,
Chính chủ - bán đất nông nghiệp ( theo quy hoạch thuộc diện odt đất ở đô thi),https://homedy.com/ban-dat-huyen-gia-lam-ha-noi/chinh-chu-nong-nghiep-theo-quy-hoach-thuoc-dien-odt-o-do-thi-es3166783,"2,5 Tỷ",2500.0,2.5,25.0,"Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,64.0,
Bán Nhà Hiếm MẶT PHỐ Thái Hà 5 Tầng 30m 24 Tỷ,https://homedy.com/ban-nha-mat-pho-quan-dong-da-ha-noi/hiem-thai-5-tang-30m-24-ty-es3166768,24 Tỷ,24000.0,24.0,24.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,30.0,
"Chính chủ bán 60m2,mặt tiền 6,5m,nở hậu, ô tô vào nhà, hướng Đông Nam",https://homedy.com/ban-nha-rieng-quan-tay-ho-ha-noi/chinh-chu-60m2mat-tien-65mno-hau-o-to-vao-huong-dong-nam-es3166767,"14,85 - 15 Tỷ",14925.0,14.925,148515.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,60.0,
Bán Penthouse Full nội thất 300m2 Phố Duy Tân - Cầu Giấy ( siêu vip) Lh 0987106521 ngày 24/9/2025,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-full-noi-that-300m2-pho-duy-tan-cau-giay-sieu-vip-lh-0987106521-ngay-24-9-2025-es3160929,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
"BÁN NHÀ 5 tầng, mặt tiền 6,4m, ngõ RỘNG, gần trường Đại học, Ga Tàu",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/5-tang-mat-tien-64m-ngo-rong-gan-truong-dai-hoc-ga-tau-es3166751,"7,5 Tỷ",7500.0,7.5,75.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Chung cư cao cấp Grand Sunlake Văn Quán 42tr/m2,https://homedy.com/ban-can-ho-quan-ha-dong-ha-noi/chung-cu-cao-cap-grand-sunlake-van-42tr-m2-es1880726,"5,5 Tỷ",5500.0,5.5,55.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
Căn hộ 2+1 PN chung cư Hà Nội Melody Residences T9/2025 chỉ 69tr/m2,https://homedy.com/ban-can-ho-hanoi-melody-residences/21-pn-chung-cu-ha-noi-t9-2025-chi-69tr-m2-es3161265,6 Tỷ,6000.0,6.0,6.0,"Q Hoàng Mai, Hà Nội",Q Hoàng Mai,64.0,
"BÁN nhà Trung Tâm Cầu Giấy - GẦN Hồ Tây - Phong cách CHÂU ÂU, mặt tiền 3,8m",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/trung-tam-gan-ho-tay-phong-cach-chau-au-mat-tien-38m-es3166748,"8,25 Tỷ",8250.0,8.25,825.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,38.0,
"Bán nhà 2 tầng giá chỉ 5.xx tỷ, vị trí đẹp tại Thụy Lôi, Thư Lâm, Hà Nội",https://homedy.com/ban-nha-rieng-huyen-dong-anh-ha-noi/2-tang-gia-chi-5-xx-ty-vi-tri-dep-tai-thuy-loi-thu-lam-es3166735,5 Tỷ,5000.0,5.0,5.0,"Huyện Đông Anh, Hà Nội",Huyện Đông Anh,64.0,
Đất Hoà Lạc F0 gần KCN và ĐH Quốc Gia tiềm năng tăng giá CỰC TỐT,https://homedy.com/ban-dat-thi-xa-son-tay-ha-noi/hoa-lac-f0-gan-kcn-va-dh-quoc-gia-tiem-nang-tang-cuc-tot-es3166720,2 Tỷ,2000.0,2.0,2.0,"Thị xã Sơn Tây, Hà Nội",Thị xã Sơn Tây,64.0,
Bán căn góc 3pn full đồ chung cư Jardin Sài Đồng tầng đẹp chỉ 7.1 tỷ,https://homedy.com/ban-can-ho-le-grand-jardin-sai-dong/goc-3pn-full-do-chung-cu-tang-dep-chi-7-1-ty-es3166718,"7,1 Tỷ",7100.0,7.1,71.0,"Quận Long Biên, TP Hà Nội",Quận Long Biên,64.0,
"Bán nhà riêng tại Đa Sĩ - Kiến Hưng Hà đông. 4,95 tỷ, DT:35m2, 4 tầng.",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/tai-da-si-kien-hung-495-ty-dt35m2-4-tang-es3165568,"4,95 Tỷ",4950.0,4.95,495.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,35.0,
"Cho thuê văn phòng Vũ Trọng Phụng, diện tích 110 m2/tầng,",https://homedy.com/cho-thue-van-phong-vu-trong-phung-dien-tich-110-m2-tang-es3166677,21 Triệu,21.0,0.021,21.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,110.0,
"Bán Nhà Văn Chương – 45m², 7 Tầng Thang Máy, Nội Thất Xịn, Giá 11.85 Tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/van-chuong-45m-7-tang-thang-may-that-xin-gia-11-85-ty-es3163053,"11,85 Tỷ",11850.0,11.85,1185.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,45.0,
Jade Square tâm điểm sống và đầu tư phía Tây Bắc HÀ NỘI . LH 0972362948,https://homedy.com/ban-can-ho-jade-square/tam-diem-song-va-dau-tu-phia-tay-bac-ha-noi-lh-0972362948-es3159127,Thỏa thuận,,,,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
Cần Bán Gấp Nhà VIP Trung Tâm ĐỐNG ĐA Sát Phố 50m 15 tỷ,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/can-gap-vip-trung-tam-sat-pho-50m-15-ty-es3166676,15 Tỷ,15000.0,15.0,15.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,50.0,
"Cho thuê văn phòng đường Hoàng Công-Mâu Lương, sàn 60m2/tầng , lô góc đẹp",https://homedy.com/cho-thue-van-phong-duong-hoang-cong-mau-luong-san-60m2-tang-lo-goc-dep-es3166671,7 Triệu,7.0,0.007,7.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,60.0,
"Cho thuê văn phòng tại The Manor Central Park, tầng 1- 50 m2",https://homedy.com/cho-thue-van-phong-tai-the-manor-central-park-tang-1-50-m2-es3166663,11 Triệu,11.0,0.011,11.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,50.0,
"Cho thuê văn phòng Nguyễn Xiển, diện tích 140 m2/tầng, sàn thông , vừa mới hoàn thiện đẹp",https://homedy.com/cho-thue-van-phong-nguyen-xien-dien-tich-140-m2-tang-san-thong-vua-moi-hoan-thien-dep-es3166660,21 Triệu,21.0,0.021,21.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,140.0,
"Cho thuê văn phòng Yên Xá- Tân Triều, diện tích 120 m2 giá cho thuê chỉ 12 tr/tháng",https://homedy.com/cho-thue-van-phong-yen-xa-tan-trieu-dien-tich-120-m2-gia-chi-12-tr-thang-es3166653,12 Triệu,12.0,0.012,12.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,120.0,
Bán nhà 3 tầng 34m mặt ngõ 32 thượng phúc xã tả thanh oai 3.8 tỷ,https://homedy.com/ban-nha-rieng-huyen-thanh-tri-ha-noi/3-tang-34m-mat-ngo-32-thuong-phuc-xa-ta-oai-8-ty-es3123140,"3,8 Tỷ",3800.0,3.8,38.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,34.0,
"Cho thuê văn phòng Mễ Trì Thượng, diện tích 100 m2/tầng , lô góc  2 mặt thoáng",https://homedy.com/cho-thue-van-phong-me-tri-thuong-dien-tich-100-m2-tang-lo-goc-2-mat-thoang-es3166649,11 Triệu,11.0,0.011,11.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,100.0,
"Bán nhà Ngõ 26 Kim Hoa, Đống Đa , 41m² 5 tầng MT 4.6m giá 10.5 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/ngo-26-kim-hoa-41m-5-tang-mt-4-6m-gia-10-ty-es3166641,"10,5 Tỷ",10500.0,10.5,105.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,41.0,
"Cho thuê sàn văn phòng Nguyễn Văn Lộc, 200 m2/tầng, mặt tiền rộng thoáng",https://homedy.com/cho-thue-san-van-phong-nguyen-loc-200-m2-tang-mat-tien-rong-thoang-es3166634,25 Triệu,25.0,0.025,25.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,200.0,
Bán Nhà Mặt Phố Thượng Đình 40m dòng tiền sẵn hàng tháng thu tiền giá chỉ 16Tỷ,https://homedy.com/ban-nha-mat-pho-quan-thanh-xuan-ha-noi/thuong-dinh-40m-dong-tien-san-hang-thang-thu-gia-chi-16ty-es3166044,16 Tỷ,16000.0,16.0,16.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,40.0,
Cần bán căn hộ Ecolife Tố Hữu nhà đẹp diện tích 95m2 -  3 phòng ngủ - Full đồ - Liên hệ 0889946562,https://homedy.com/ban-can-ho-ecolife-capitol/to-huu-nha-dep-dien-tich-95m2-3-phong-ngu-full-do-lien-he-0889946562-es3166617,"8,5 - 8,9 Tỷ",8700.0,8.7,8589.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,95.0,
Chính chủ gửi bán căn hộ tòa Vimeco Nguyễn Chánh từ 100m2 đến 150m2 - 3 Phòng ngủ - Nhà đẹp,https://homedy.com/ban-can-ho-vimeco-hoang-minh-giam/chinh-chu-gui-toa-nguyen-chanh-tu-100m2-den-150m2-3-phong-ngu-nha-dep-es3166606,"9,4 - 11 Tỷ",10200.0,10.2,9411.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,100.0,
Lô đất Hoà Lạc full thổ cư 2 mặt tiền hàng F0 từ CĐT đầu tư ngay trước khi sóng tăng mạnh,https://homedy.com/ban-dat-thi-xa-son-tay-ha-noi/lo-hoa-lac-full-tho-cu-2-mat-tien-hang-f0-tu-cdt-dau-ngay-truoc-khi-song-tang-manh-es3166590,Thỏa thuận,,,,"Thị xã Sơn Tây, Hà Nội",Thị xã Sơn Tây,2.0,
"Bán Nhà Mặt Phố Nguyễn Chí Thanh 38m 14,9 Tỷ, 1 mặt ngõ 1 mặt phố kinh doanh đỉnh nóc.",https://homedy.com/ban-nha-mat-pho-quan-dong-da-ha-noi/nguyen-chi-thanh-38m-149-ty-1-ngo-kinh-doanh-dinh-noc-es3164057,"14,9 Tỷ",14900.0,14.9,149.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,38.0,
"Nhà mới 4 tầng 2 thoáng 46m2, TT Nguyễn Trãi, trần phú, văn quán, hà đông giá nhỉnh 8 tỷ",https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/moi-4-tang-2-thoang-46m2-tt-nguyen-trai-tran-phu-van-gia-nhinh-8-ty-es3166539,"8,6 Tỷ",8600.0,8.6,86.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,46.0,
Gia Đình cần bán căn Penthouse 355m2  Mulberry lane - Làng Việt Kiều Châu Âu ( ảnh thật 100%),https://homedy.com/ban-can-ho-mulberry-lane/gia-dinh-penthouse-355m2-lang-viet-kieu-chau-au-anh-that-100-es2761616,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,355.0,
Biệt thự trên không Green Iconic căn Duplex thông tầng siêu phẩm hạng sang giới hạn Q.Long Biên,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/biet-thu-tren-khong-duplex-thong-tang-sieu-pham-hang-sang-gioi-han-q-es1818477,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,64.0,
"Bán nhà phố Đỗ Quang : 100m2 , 7 tầng thang máy , MT 8m- KD đỉnh - giá 48 tỷ",https://homedy.com/ban-nha-mat-pho-quan-cau-giay-ha-noi/do-quang-100m2-7-tang-thang-may-mt-8m-kd-dinh-gia-48-ty-es3088092,48 Tỷ,48000.0,48.0,48.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,100.0,
"Bán đất 2 Mặt Phố Nguyễn Thái Học : 80m2 , mặt tiên 6,5m giá đầu tư tốt 500tr/m2",https://homedy.com/ban-nha-mat-pho-quan-ba-dinh-ha-noi/dat-2-nguyen-thai-hoc-80m2-tien-65m-gia-dau-tu-tot-500tr-m2-es3091295,40 Tỷ,40000.0,40.0,40.0,"Quận Ba Đình, Hà Nội",Quận Ba Đình,2.0,
"Bán nhà mặt phố Phùng Hưng : 152m2 , 7 tầng thang máy , MT 7m – Kinh Doanh Siêu Đỉnh",https://homedy.com/ban-nha-mat-pho-quan-ha-dong-ha-noi/phung-hung-152m2-7-tang-thang-may-mt-7m-kinh-doanh-sieu-dinh-es3123075,45 Tỷ,45000.0,45.0,45.0,"Quận Hà Đông, Hà Nội",Quận Hà Đông,152.0,
Bán Penthouse 30m Full nội thất cao cấp trung tâm Cầu Giấy  All - in 25 tỷ Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-30m-full-noi-that-cao-cap-trung-tam-cau-giay-all-in-25-ty-lh-0987106521-es3166518,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,30.0,
Bán nhà Văn Chương - 5 tầng đẹp long lanh đủ công năng - lô góc,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/van-chuong-5-tang-dep-long-lanh-du-cong-nang-lo-goc-es3165719,"6,95 Tỷ",6950.0,6.95,695.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
Penthouse The Zei - Không gian sống đẳng cấp ( bàn giao cơ bản) Lh 0987106521 Ngày 25/7/2025,https://homedy.com/ban-can-ho-the-zei-my-dinh/penthouse-khong-gian-song-dang-cap-giao-co-lh-0987106521-ngay-25-7-2025-es3122148,Thỏa thuận,,,,"quận Nam Từ Liêm, thành phố Hà Nội",quận Nam Từ Liêm,64.0,
Bán Penthouse/SkyVilla 300m2 Toà  Bonaza Số 23 Duy Tân - Cầu Giấy Bàn giao cơ bản Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-skyvilla-300m2-toa-bonaza-so-23-duy-tan-cau-giay-giao-co-lh-0987106521-es2283578,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Penthouse 300m2 Full đồ thiết kế Indochine  Dreamland Bonanza  Bc Đông Nam  Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-300m2-full-do-thiet-ke-indochine-bc-dong-nam-lh-0987106521-es3065254,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
"Bán Căn Penthouse Vip nhất Cầu Giấy - Full nội thất xịn sò,  Thiết kế 4Pn -5wc Lh 0987106521",https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-vip-nhat-cau-giay-full-noi-that-xin-so-thiet-ke-4pn-5wc-lh-0987106521-es3160932,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Siêu phẩm Penthouse The Zei Plaza 329m2 ( thiết kế Duplex) Bàn giao thô Hotline 0987106521,https://homedy.com/ban-can-ho-the-zei-my-dinh/sieu-pham-penthouse-plaza-329m2-thiet-ke-duplex-giao-tho-hotline-0987106521-es2606989,Thỏa thuận,,,,"quận Nam Từ Liêm, thành phố Hà Nội",quận Nam Từ Liêm,329.0,
Bán Biệt thự trên không Skyvilla 250m2 ( 4Pn - 4wc) Sunshine Green Iconic - Phúc Đồng Long Biên,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/biet-thu-tren-khong-skyvilla-250m2-4pn-4wc-phuc-dong-es3131392,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,250.0,
Penthouse 300m2 thiết kế Duplex Bonanza Phố Duy Tân - Cầu Giấy ( bàn giao Full đồ) LH 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-300m2-thiet-ke-duplex-pho-duy-tan-cau-giay-giao-full-do-lh-0987106521-es2137490,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Duplex 186m2 The Zei Mỹ Đình (bàn giao thô) không gian lớn thoả mãn thiết kế đam mê Lh 0987106521,https://homedy.com/ban-can-ho-the-zei-my-dinh/duplex-186m2-giao-tho-khong-gian-lon-thoa-man-thiet-ke-dam-me-lh-0987106521-es3153560,Thỏa thuận,,,,"quận Nam Từ Liêm, thành phố Hà Nội",quận Nam Từ Liêm,186.0,
Penthouse Bonanza 300m2 thiết kế 2 tầng nằm trên phố Duy Tân khẳng định vị thế siêu phẩm trên cao,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-300m2-thiet-ke-2-tang-nam-tren-pho-duy-tan-khang-dinh-vi-the-sieu-pham-cao-es1770899,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Bán Skyvilla 250m2 Sunshine Green Iconic - Long Biên ( bản đặc biệt ) cạng Vinhome Riverside,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/skyvilla-250m2-dac-biet-cang-vinhome-riverside-es3131391,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,250.0,
"Bán Lô LK 123m2 đẹp nhất Khu D mặt tiền 7,25 x 17m ( SĐCC đang cho thuê 25tr/tháng) Lh 0987106521",https://homedy.com/ban-nha-biet-thu-lien-ke-khu-do-thi-geleximco/lo-lk-123m2-dep-nhat-d-mat-tien-725-x-17m-sdcc-dang-cho-thue-25tr-thang-lh-0987106521-es3137103,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,123.0,
Penthosue Phố Duy Tân - Cầu Giấy  300m2 Full nội thất view hồ Lh 0987106521  Ngày 23/9/2025,https://homedy.com/ban-can-ho-dreamland-bonanza/penthosue-pho-duy-tan-cau-giay-300m2-full-noi-that-view-lh-0987106521-ngay-23-9-2025-es3145784,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Skyvilla 250m2 Sunshine Green Iconic - Long Biên - Phiên bản đặc biệt Hotline 0987106521,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/skyvilla-250m2-phien-dac-biet-hotline-0987106521-es3131080,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,250.0,
Sunshine Green Iconic  Long Biên - Duplex170m2  căn góc  view đẹp cạnh Vinhome Riverside,https://homedy.com/ban-can-ho-sunshine-green-iconic-long-bien/duplex170m2-goc-view-dep-canh-vinhome-riverside-es2826583,Thỏa thuận,,,,"quận Long Biên, thành phố Hà Nội",quận Long Biên,170.0,
Siêu phẩm biệt thự trên không đẹp nhất Mỹ Đình - Penthouse 330m2 The Zei Plaza  (Bàn giao thô ),https://homedy.com/ban-can-ho-the-zei-my-dinh/sieu-pham-biet-thu-tren-khong-dep-nhat-penthouse-330m2-plaza-giao-tho-es2114955,Thỏa thuận,,,,"quận Nam Từ Liêm, thành phố Hà Nội",quận Nam Từ Liêm,330.0,
Chủ Cần Bán Penthouse/Skyvilla Dreamland Bonanza  303m2  phố Duy Tân - Cầu Giấy hotline: 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/chu-penthouse-skyvilla-303m2-pho-duy-tan-cau-giay-hotline-0987106521-es1700863,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,303.0,
Tìm Chủ Nhân Căn Penthouse Mulberry Lane 480m2 Q.Hà Đông (Làng Việt Kiều Châu Âu - không Gian xanh),https://homedy.com/ban-can-ho-mulberry-lane/tim-chu-nhan-penthouse-480m2-q-ha-dong-lang-viet-kieu-chau-au-khong-gian-xanh-es2137293,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,480.0,
Bán nhà mặt ngõ - Kiên cố chắc chắn - kinh doanh sầm uất Trung Phụng,https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/mat-ngo-kien-co-chac-chan-kinh-doanh-sam-uat-trung-phung-es3165714,"11,8 Tỷ",11800.0,11.8,118.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,64.0,
"Cầm bán gấp siêu phẩm chung cư Cầu Giấy 97m2, full nội thất, giá tốt",https://homedy.com/ban-can-ho-toa-nha-flc-twin-towers/cam-gap-sieu-pham-chung-cu-cau-giay-97m2-full-noi-that-gia-tot-es3166095,"9,8 Tỷ",9800.0,9.8,98.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,97.0,
"Bán căn hộ cao cấp 17T khu đô thị Hapulico số 1 Vũ Trọng Phụng 102m2, 3Pn, full nội thất",https://homedy.com/ban-can-ho-hapulico-complex/cao-cap-17t-khu-do-thi-so-1-vu-trong-phung-102m2-3pn-full-noi-that-es3166097,"9,5 Tỷ",9500.0,9.5,95.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,102.0,
Bán Căn hộ chung cư cao cấp toà CT3 Vimeco - Trung Hoà - Q. Cầu Giấy - Hà Nội.,https://homedy.com/ban-can-ho-vimeco-hoang-minh-giam/chung-cu-cao-cap-toa-ct3-trung-hoa-q-cau-giay-ha-noi-es3166098,"9,4 Tỷ",9400.0,9.4,94.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
"D'.Le Roi Soleil 3 ngủ view Hồ Tây, sông Hồng full nôi thất đẹp sẵn sổ đỏ giao dịch ngay 0914772279",https://homedy.com/ban-can-ho-d-le-roi-soleil-quang-an/3-ngu-view-tay-song-hong-full-noi-that-dep-san-so-do-giao-dich-ngay-0914772279-es3166432,13 - 16 Tỷ,14500.0,14.5,1316.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
"Trực tiếp CĐT The Queen 360 Giải Phóng - Quỹ căn 2PN và 3PN độc quyền - CK 9,5% - Nội thất đầy đủ",https://homedy.com/ban-can-ho-quan-thanh-xuan-ha-noi/truc-tiep-cdt-the-queen-360-giai-phong-quy-2pn-va-3pn-doc-quyen-ck-95-that-day-du-es3166436,"6,9 - 7,9 Tỷ",7400.0,7.4,6979.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,64.0,
"Greenera Southmark Ngọc Hồi SM2.20-04 rộng 129m², 3PN-2NVS",https://homedy.com/ban-can-ho-huyen-thanh-tri-ha-noi/greenera-southmark-ngoc-hoi-sm2-20-04-rong-129m-3pn-2nvs-es3166437,"11,7 Tỷ",11700.0,11.7,117.0,"Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,129.0,
Với 25 tỷ sở hữu nhà mặt phố Phạm Văn Đồng thang máy 46m2x6T kinh doanh,https://homedy.com/ban-nha-mat-pho-quan-bac-tu-liem-ha-noi/voi-25-ty-so-huu-pham-van-dong-thang-may-46m2x6t-kinh-doanh-es3166413,25 Tỷ,25000.0,25.0,25.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,46.0,
"Ô tô qua nhà nhỏ Trung Liệt Thái Hà thang máy  kinh doanh 25m2x6T giá 10,35 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/o-to-qua-nho-trung-liet-thai-thang-may-kinh-doanh-25m2x6t-gia-1035-ty-es3166410,"10,35 Tỷ",10350.0,10.35,1035.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,25.0,
